Edward Douglass White,1913
Frank Michler Chapman,1913
Richard Borden Comstock,1914
Eliza Greene Radeke,1914
John Davison Rockefeller,1914
Charles Reynolds Brown,1914
Austen Kennedy DeBlois,1914
William Edward Gardner,1914
George Angier Gordon,1914
George Hodges,1914
Shailer Mathews,1914
Thomas Roberts Slicer,1914
Herman William Watjen,1914
William Cunningham,1914
John Franklin Jameson,1914
John Matthews Manly,1914
Henry Robinson Palmer,1914
Herbert Putnam,1914
James Ford Rhodes,1914
Paul Shorey,1914
Vernon Purinton Squires,1914
Frank William Taussig,1914
Nicholas Murray Butler,1914
Andrew Carnegie,1914
LeBaron Bradford Colt,1914
Howard Edwards,1914
Stephen Ostrom Edwards,1914
Charles William Eliot,1914
Frank Johnson Goodnow,1914
Arthur Twining Hadley,1914
John Grier Hibben,1914
Alexander Crombie Humphreys,1914
Clarke Howard Johnson,1914
Abbott Lawrence Lowell,1914
John Bassett Moore,1914
Romulo Sebastian Naon,1914
William Peterson,1914
Federico Alfonso Pezet,1914
Carl Copping Plehn,1914
Jacob Gould Schurman,1914
Edgar Fahs Smith,1914
Robert Cooper Smith,1914
William Howard Taft,1914
Martha Carey Thomas,1914
Louis Agricola Bauer,1914
William Bragg,1914
Simon Flexner,1914
Luther Emmett Holt,1914
Charles Henry Forbes,1915
Theodore Barrows Stowell,1915
James Preston Wilson,1915
Samuel Gavitt Babcock,1915
Clarence Mason Gallup,1915
Walter Cochrane Bronson,1915
Walter Raleigh,1915
Talcott Williams,1915
John Huston Finley,1915
Henry Noble MacCracken,1915
Zenas Work Bliss,1916
Allyn King Foster,1916
James Hovey Spencer,1916
Anne Crosby Emery Allinson,1916
William Allen Wilbur,1916
Frank Sigel Dietrich,1916
Herbert Clark Hoover,1916
Franklin Knight Lane,1916
Brand Whitlock,1916
Helen Barrett Montgomery,1917
Frank Austin Smith,1917
Peter Clark Wright,1917
Stephen Butler Leacock,1917
Dallas Lore Sharp,1917
Samuel Coffin Eastman,1917
Lindley Miller Garrison,1917
Samuel Hanson Ordway,1917
John Emery Bucher,1917
Mary Sewell Gardner,1918
Inman Edward Page,1918
William Angell Viall,1918
Edward Holyoke,1918
Joseph Taylor,1918
Charles Lemuel Nichols,1918
Elon Rouse Brown,1918
Henry Cabot Lodge,1918
William Allan Neilson,1918
Hezekiah Anthony Dyer,1919
Joseph Chandler Robbins,1919
Worthington Chauncey Ford,1919
Enoch Herbert Crowder,1919
Joseph Mercier Desiré,1919
Ernest Martin Hopkins,1919
David Franklin Houston,1919
Roscoe Pound,1919
Arthur Edwin Norton,1920
Henry Dexter Sharpe,1920
Charles Nathaniel Arbuckle,1920
Frank Warfield Crowder,1920
Harry Emerson Fosdick,1920
Harold Dexter Hazeltine,1920
Vernon Lyman Kellogg,1920
William Grant Van Horne,1920
Frank Arthur Vanderlip,1920
Alexis Carrel,1920
Stephen Perkins Cabot,1921
Jesse Houghton Metcalf,1921
George Leander Shepley,1921
William Walter Bustard,1921
Philemon Fowler Sturges,1921
Arthur Lord,1921
William Lyon Phelps,1921
Albert Jeremiah Beveridge,1921
deMarchienne Cartier,1921
Armando Vittorio Diaz,1921
Ferdinand Foch,1921
Reuben Eugene Walker,1921
Hideyo Noguchi,1921
Charles Wheaton Abbot,1922
Harry Westcott Rockwell,1922
Frederick Lent,1922
Augustus Phineas Reccord,1922
Auckland Campbell Geddes,1922
Sergius Alexander Korff,1922
Arthur Younger Ford,1923
Thomas Francis Irving McDonnell,1923
George Burwell Utley,1923
Charles Munroe Sheldon,1923
Joseph Bucklin Bishop,1923
James Rowland Angell,1923
John William Davis,1923
John Wingate Weeks,1923
George David Birkhoff,1923
James William McBain,1923
Joseph Henry Gainer,1924
James Henry Franklin,1924
Wilberforce Eames,1924
Robert Lincoln O’Brien,1924
